"DEPARTURES_SCHEDULED","DEPARTURES_PERFORMED","PAYLOAD","SEATS","PASSENGERS","FREIGHT","MAIL","DISTANCE","RAMP_TO_RAMP","AIR_TIME","UNIQUE_CARRIER","CARRIER","ORIGIN","DEST","AIRCRAFT_GROUP","AIRCRAFT_TYPE","AIRCRAFT_CONFIG","YEAR","QUARTER","MONTH","DISTANCE_GROUP","CLASS",
0.00,28.00,12502000.00,0.00,0.00,3260048.00,0.00,1900.00,7579.00,6617.00,"KAQ","KAQ","CVG","LAX",6,"683",2,2021,4,11,4,"P",
0.00,18.00,8037000.00,0.00,0.00,2103870.00,0.00,948.00,2909.00,2186.00,"KAQ","KAQ","MIA","CVG",6,"683",2,2021,4,11,2,"P",
0.00,3.00,1339500.00,0.00,0.00,467019.00,0.00,264.00,273.00,124.00,"KAQ","KAQ","ORD","CVG",6,"683",2,2021,4,11,1,"P",
0.00,7.00,3125500.00,0.00,0.00,1259844.00,0.00,1900.00,1705.00,1477.00,"KAQ","KAQ","LAX","CVG",6,"683",2,2021,4,11,4,"P",
0.00,16.00,7144000.00,0.00,0.00,2969098.00,0.00,2342.00,4593.00,4097.00,"KAQ","KAQ","LAX","MIA",6,"683",2,2021,4,11,5,"P",
0.00,1.00,480900.00,0.00,0.00,34488.00,0.00,948.00,160.00,124.00,"KAQ","KAQ","CVG","MIA",8,"819",2,2021,4,11,2,"P",
0.00,9.00,4328100.00,0.00,0.00,1295804.00,0.00,3110.00,3881.00,3528.00,"KAQ","KAQ","CVG","ANC",8,"819",2,2021,4,11,7,"P",
0.00,1.00,480900.00,0.00,0.00,83989.00,0.00,948.00,168.00,119.00,"KAQ","KAQ","MIA","CVG",8,"819",2,2021,4,11,2,"P",
0.00,4.00,1923600.00,0.00,0.00,90695.00,0.00,4004.00,2102.00,1985.00,"KAQ","KAQ","MIA","ANC",8,"819",2,2021,4,11,9,"P",
0.00,5.00,2404500.00,0.00,0.00,426581.00,0.00,1197.00,965.00,728.00,"KAQ","KAQ","ORD","MIA",8,"819",2,2021,4,11,3,"P",
0.00,12.00,5770800.00,0.00,0.00,274741.00,0.00,2846.00,4816.00,4250.00,"KAQ","KAQ","ORD","ANC",8,"819",2,2021,4,11,6,"P",
0.00,3.00,1442700.00,0.00,0.00,113022.00,252999.00,4174.00,1499.00,1417.00,"KAQ","KAQ","MEM","HNL",8,"819",2,2021,4,11,9,"P",
0.00,1.00,480900.00,0.00,0.00,0.00,68664.00,1619.00,238.00,197.00,"KAQ","KAQ","MEM","LAX",8,"819",2,2021,4,11,4,"P",
0.00,2.00,961800.00,0.00,0.00,0.00,218762.00,1863.00,464.00,391.00,"KAQ","KAQ","MEM","SJU",8,"819",2,2021,4,11,4,"P",
0.00,1.00,480900.00,0.00,0.00,0.00,80978.00,1807.00,245.00,208.00,"KAQ","KAQ","MEM","SFO",8,"819",2,2021,4,11,4,"P",
0.00,1.00,480900.00,0.00,0.00,24662.00,0.00,4174.00,485.00,459.00,"KAQ","KAQ","HNL","MEM",8,"819",2,2021,4,11,9,"P",
0.00,14.00,6732600.00,0.00,0.00,1697222.00,0.00,2556.00,4631.00,4104.00,"KAQ","KAQ","HNL","LAX",8,"819",2,2021,4,11,6,"P",
0.00,1.00,480900.00,0.00,0.00,0.00,109284.00,568.00,107.00,87.00,"KAQ","KAQ","BDL","OSC",8,"819",2,2021,4,11,2,"P",
0.00,2.00,961800.00,0.00,0.00,143807.00,0.00,1900.00,510.00,439.00,"KAQ","KAQ","LAX","CVG",8,"819",2,2021,4,11,4,"P",
0.00,2.00,961800.00,0.00,0.00,0.00,318063.00,1619.00,467.00,372.00,"KAQ","KAQ","LAX","MEM",8,"819",2,2021,4,11,4,"P",
0.00,27.00,12984300.00,0.00,0.00,4411795.00,0.00,2556.00,9009.00,8261.00,"KAQ","KAQ","LAX","HNL",8,"819",2,2021,4,11,6,"P",
0.00,1.00,480900.00,0.00,0.00,139240.00,0.00,2527.00,381.00,356.00,"KAQ","KAQ","LAX","BDL",8,"819",2,2021,4,11,6,"P",
0.00,17.00,8175300.00,0.00,0.00,2121201.00,0.00,2345.00,5452.00,4945.00,"KAQ","KAQ","LAX","ANC",8,"819",2,2021,4,11,5,"P",
0.00,18.00,8656200.00,0.00,0.00,0.00,2265213.00,2455.00,5541.00,4922.00,"KAQ","KAQ","LAX","SWF",8,"819",2,2021,4,11,5,"P",
0.00,18.00,8656200.00,0.00,0.00,0.00,2508432.00,2218.00,4948.00,4434.00,"KAQ","KAQ","LAX","MCO",8,"819",2,2021,4,11,5,"P",
0.00,42.00,20197800.00,0.00,0.00,8681489.00,0.00,3110.00,15888.00,14093.00,"KAQ","KAQ","ANC","CVG",8,"819",2,2021,4,11,7,"P",
0.00,1.00,480900.00,0.00,0.00,228271.00,0.00,4004.00,463.00,426.00,"KAQ","KAQ","ANC","MIA",8,"819",2,2021,4,11,9,"P",
0.00,50.00,24045000.00,0.00,0.00,11676612.00,0.00,2846.00,17944.00,15739.00,"KAQ","KAQ","ANC","ORD",8,"819",2,2021,4,11,6,"P",
0.00,1.00,480900.00,0.00,0.00,230945.00,0.00,3420.00,365.00,336.00,"KAQ","KAQ","ANC","GSP",8,"819",2,2021,4,11,7,"P",
0.00,67.00,32220300.00,0.00,0.00,14751959.00,0.00,2345.00,20409.00,18344.00,"KAQ","KAQ","ANC","LAX",8,"819",2,2021,4,11,5,"P",
0.00,6.00,2885400.00,0.00,0.00,1400052.00,0.00,3127.00,2233.00,2051.00,"KAQ","KAQ","ANC","LCK",8,"819",2,2021,4,11,7,"P",
0.00,37.00,17793300.00,0.00,0.00,7526449.00,5427.00,3386.00,15463.00,13801.00,"KAQ","KAQ","ANC","JFK",8,"819",2,2021,4,11,7,"P",
0.00,1.00,480900.00,0.00,0.00,23439.00,0.00,1863.00,270.00,238.00,"KAQ","KAQ","SJU","MEM",8,"819",2,2021,4,11,4,"P",
0.00,1.00,480900.00,0.00,0.00,0.00,131170.00,1807.00,246.00,198.00,"KAQ","KAQ","SFO","MEM",8,"819",2,2021,4,11,4,"P",
0.00,18.00,8656200.00,0.00,0.00,0.00,2062067.00,2455.00,6085.00,5621.00,"KAQ","KAQ","SWF","LAX",8,"819",2,2021,4,11,5,"P",
0.00,6.00,2885400.00,0.00,0.00,333577.00,0.00,589.00,878.00,596.00,"KAQ","KAQ","JFK","CVG",8,"819",2,2021,4,11,2,"P",
0.00,1.00,480900.00,0.00,0.00,85651.00,0.00,3386.00,454.00,424.00,"KAQ","KAQ","JFK","ANC",8,"819",2,2021,4,11,7,"P",
0.00,19.00,9137100.00,0.00,0.00,744.00,1697425.00,2218.00,5898.00,5398.00,"KAQ","KAQ","MCO","LAX",8,"819",2,2021,4,11,5,"P",
0.00,1.00,480900.00,0.00,0.00,0.00,0.00,2868.00,397.00,366.00,"KAQ","KAQ","OSC","ANC",8,"819",2,2021,4,11,6,"P",
0.00,1.00,167000.00,0.00,0.00,37165.00,0.00,1319.00,187.00,165.00,"KAQ","KAQ","ELP","CVG",6,"626",2,2021,4,11,3,"P",
0.00,1.00,167000.00,0.00,0.00,32150.00,0.00,1450.00,209.00,181.00,"KAQ","KAQ","SLC","CVG",6,"626",2,2021,4,11,3,"P",
0.00,2.00,334000.00,0.00,0.00,97646.00,0.00,752.00,295.00,236.00,"KAQ","KAQ","BOS","CVG",6,"626",2,2021,4,11,2,"P",
0.00,2.00,893000.00,0.00,0.00,226026.00,0.00,1900.00,506.00,454.00,"KAQ","KAQ","CVG","LAX",6,"683",2,2021,4,11,4,"P",
0.00,3.00,1339500.00,0.00,0.00,477798.00,0.00,2342.00,855.00,761.00,"KAQ","KAQ","LAX","MIA",6,"683",2,2021,4,11,5,"P",
0.00,3.00,1442700.00,0.00,0.00,447434.00,0.00,3110.00,1243.00,1109.00,"KAQ","KAQ","CVG","ANC",8,"819",2,2021,4,11,7,"P",
0.00,1.00,480900.00,0.00,0.00,0.00,0.00,4004.00,526.00,500.00,"KAQ","KAQ","MIA","ANC",8,"819",2,2021,4,11,9,"P",
0.00,1.00,480900.00,0.00,0.00,0.00,0.00,2846.00,402.00,372.00,"KAQ","KAQ","ORD","ANC",8,"819",2,2021,4,11,6,"P",
0.00,3.00,1442700.00,0.00,0.00,405058.00,0.00,2345.00,1010.00,922.00,"KAQ","KAQ","LAX","ANC",8,"819",2,2021,4,11,5,"P",
0.00,1.00,480900.00,0.00,0.00,0.00,95614.00,2218.00,292.00,261.00,"KAQ","KAQ","LAX","MCO",8,"819",2,2021,4,11,5,"P",
0.00,4.00,1923600.00,0.00,0.00,941954.00,0.00,2846.00,1361.00,1236.00,"KAQ","KAQ","ANC","ORD",8,"819",2,2021,4,11,6,"P",
0.00,1.00,480900.00,0.00,0.00,227636.00,0.00,2345.00,315.00,272.00,"KAQ","KAQ","ANC","LAX",8,"819",2,2021,4,11,5,"P",
0.00,2.00,961800.00,0.00,0.00,437575.00,0.00,3386.00,811.00,738.00,"KAQ","KAQ","ANC","JFK",8,"819",2,2021,4,11,7,"P",
0.00,1.00,480900.00,0.00,0.00,0.00,108955.00,1996.00,313.00,255.00,"KAQ","KAQ","OSC","LAX",8,"819",2,2021,4,11,4,"P",
0.00,1.00,247274.00,0.00,0.00,235182.00,0.00,47.00,44.00,14.00,"KD","KD","ONT","LAX",7,"740",2,2021,4,11,1,"P",
0.00,1.00,247274.00,0.00,0.00,0.00,0.00,833.00,136.00,107.00,"KD","KD","SHV","RSW",7,"740",2,2021,4,11,2,"P",
0.00,1.00,247274.00,0.00,0.00,96841.00,0.00,0.00,163.00,126.00,"KD","KD","LAX","LAX",7,"740",2,2021,4,11,1,"P",
0.00,1.00,247274.00,0.00,0.00,4156.00,0.00,1425.00,193.00,164.00,"KD","KD","LAX","SHV",7,"740",2,2021,4,11,3,"P",
0.00,1.00,247274.00,0.00,0.00,236651.00,0.00,2360.00,327.00,270.00,"KD","KD","ANC","ONT",7,"740",2,2021,4,11,5,"P",
0.00,17.00,4203658.00,0.00,0.00,4000225.00,0.00,2345.00,5265.00,4504.00,"KD","KD","ANC","LAX",7,"740",2,2021,4,11,5,"P",
0.00,2.00,408000.00,0.00,0.00,199267.00,0.00,859.00,322.00,240.00,"KD","KD","MIA","MEM",8,"820",2,2021,4,11,2,"P",
0.00,22.00,4488000.00,0.00,0.00,2136864.00,0.00,1572.00,4545.00,3901.00,"KD","KD","ONT","MEM",8,"820",2,2021,4,11,4,"P",
0.00,1.00,204000.00,0.00,0.00,106833.00,0.00,2603.00,392.00,331.00,"KD","KD","ONT","HNL",8,"820",2,2021,4,11,6,"P",
0.00,1.00,204000.00,0.00,0.00,3005.00,0.00,1425.00,204.00,185.00,"KD","KD","SHV","LAX",8,"820",2,2021,4,11,3,"P",
0.00,1.00,204000.00,0.00,0.00,3005.00,0.00,0.00,86.00,54.00,"KD","KD","SHV","SHV",8,"820",2,2021,4,11,1,"P",
0.00,3.00,612000.00,0.00,0.00,292315.00,0.00,859.00,403.00,312.00,"KD","KD","MEM","MIA",8,"820",2,2021,4,11,2,"P",
0.00,15.00,3060000.00,0.00,0.00,1101339.00,0.00,1572.00,3389.00,2979.00,"KD","KD","MEM","ONT",8,"820",2,2021,4,11,4,"P",
0.00,1.00,204000.00,0.00,0.00,79654.00,0.00,0.00,22.00,12.00,"KD","KD","MEM","MEM",8,"820",2,2021,4,11,1,"P",
0.00,17.00,3468000.00,0.00,0.00,1854772.00,0.00,4174.00,8811.00,8321.00,"KD","KD","MEM","HNL",8,"820",2,2021,4,11,9,"P",
0.00,7.00,1428000.00,0.00,0.00,528659.00,0.00,1619.00,1726.00,1445.00,"KD","KD","MEM","LAX",8,"820",2,2021,4,11,4,"P",
0.00,6.00,1224000.00,0.00,0.00,206675.00,0.00,2603.00,1916.00,1753.00,"KD","KD","HNL","ONT",8,"820",2,2021,4,11,6,"P",
0.00,10.00,2040000.00,0.00,0.00,997524.00,0.00,4174.00,4718.00,4406.00,"KD","KD","HNL","MEM",8,"820",2,2021,4,11,9,"P",
0.00,3.00,612000.00,0.00,0.00,130305.00,0.00,2556.00,1028.00,935.00,"KD","KD","HNL","LAX",8,"820",2,2021,4,11,6,"P",
0.00,2.00,408000.00,0.00,0.00,93435.00,0.00,47.00,92.00,46.00,"KD","KD","LAX","ONT",8,"820",2,2021,4,11,1,"P",
0.00,8.00,1632000.00,0.00,0.00,710646.00,0.00,1619.00,1681.00,1441.00,"KD","KD","LAX","MEM",8,"820",2,2021,4,11,4,"P",
0.00,8.00,1632000.00,0.00,0.00,419641.00,0.00,2345.00,2600.00,2309.00,"KD","KD","LAX","ANC",8,"820",2,2021,4,11,5,"P",
0.00,19.00,3876000.00,0.00,0.00,3427201.00,0.00,2846.00,7014.00,5959.00,"KD","KD","ANC","ORD",8,"820",2,2021,4,11,6,"P",
0.00,9.00,1836000.00,0.00,0.00,1616885.00,0.00,2345.00,2746.00,2463.00,"KD","KD","ANC","LAX",8,"820",2,2021,4,11,5,"P",
0.00,8.00,1632000.00,0.00,0.00,1390607.00,0.00,3122.00,2915.00,2597.00,"KD","KD","ANC","SDF",8,"820",2,2021,4,11,7,"P",
0.00,1.00,204000.00,0.00,0.00,0.00,0.00,3173.00,403.00,368.00,"KD","KD","ANC","SHV",8,"820",2,2021,4,11,7,"P",
0.00,8.00,1632000.00,0.00,0.00,1542797.00,0.00,3283.00,3022.00,2753.00,"KD","KD","ANC","HSV",8,"820",2,2021,4,11,7,"P",
0.00,7.00,1428000.00,0.00,0.00,62917.00,0.00,3122.00,3053.00,2814.00,"KD","KD","SDF","ANC",8,"820",2,2021,4,11,7,"P",
0.00,7.00,1428000.00,0.00,0.00,90106.00,0.00,3283.00,3097.00,2923.00,"KD","KD","HSV","ANC",8,"820",2,2021,4,11,7,"P",
0.00,1.00,204000.00,0.00,0.00,2956.00,0.00,698.00,105.00,84.00,"KD","KD","HSV","DOV",8,"820",2,2021,4,11,2,"P",
0.00,45.00,2115000.00,0.00,0.00,1775645.00,0.00,59.00,1422.00,900.00,"L2","L2","SCC","A20",5,"556",2,2021,4,11,1,"P",
0.00,2.00,94000.00,0.00,0.00,7500.00,0.00,626.00,264.00,234.00,"L2","L2","SCC","ANC",5,"556",2,2021,4,11,2,"P",
0.00,44.00,2068000.00,0.00,0.00,871900.00,0.00,59.00,1374.00,984.00,"L2","L2","A20","SCC",5,"556",2,2021,4,11,1,"P",
0.00,7.00,329000.00,0.00,0.00,9440.00,0.00,636.00,918.00,852.00,"L2","L2","A20","ANC",5,"556",2,2021,4,11,2,"P",
0.00,3.00,146000.00,0.00,0.00,78186.00,0.00,608.00,408.00,354.00,"L2","L2","RDB","ANC",5,"556",2,2021,4,11,2,"P",
0.00,4.00,188000.00,0.00,0.00,38009.00,0.00,626.00,504.00,456.00,"L2","L2","ANC","SCC",5,"556",2,2021,4,11,2,"P",
0.00,5.00,235000.00,0.00,0.00,170605.00,0.00,636.00,684.00,618.00,"L2","L2","ANC","A20",5,"556",2,2021,4,11,2,"P",
0.00,3.00,141000.00,0.00,0.00,96831.00,0.00,608.00,384.00,342.00,"L2","L2","ANC","RDB",5,"556",2,2021,4,11,2,"P",
0.00,1.00,47000.00,0.00,0.00,39115.00,0.00,0.00,174.00,156.00,"L2","L2","ANC","ANC",5,"556",2,2021,4,11,1,"P",
0.00,1.00,47000.00,0.00,0.00,33589.00,0.00,191.00,54.00,42.00,"L2","L2","ANC","NIB",5,"556",2,2021,4,11,1,"P",
0.00,1.00,47000.00,0.00,0.00,17121.00,0.00,498.00,114.00,102.00,"L2","L2","ANC","ARC",5,"556",2,2021,4,11,1,"P",
0.00,1.00,47000.00,0.00,0.00,41657.00,0.00,484.00,108.00,90.00,"L2","L2","ANC","EMK",5,"556",2,2021,4,11,1,"P",
0.00,1.00,47000.00,0.00,0.00,13720.00,0.00,329.00,96.00,78.00,"L2","L2","ANC","DLG",5,"556",2,2021,4,11,1,"P",
0.00,1.00,47000.00,0.00,0.00,9821.00,0.00,698.00,150.00,132.00,"L2","L2","ANC","PHO",5,"556",2,2021,4,11,2,"P",
0.00,1.00,47000.00,0.00,0.00,900.00,0.00,191.00,48.00,42.00,"L2","L2","NIB","ANC",5,"556",2,2021,4,11,1,"P",
0.00,1.00,47000.00,0.00,0.00,32719.00,0.00,419.00,96.00,84.00,"L2","L2","VEE","ANC",5,"556",2,2021,4,11,1,"P",
0.00,1.00,47000.00,0.00,0.00,12900.00,0.00,79.00,30.00,18.00,"L2","L2","ARC","VEE",5,"556",2,2021,4,11,1,"P",
0.00,1.00,47000.00,0.00,0.00,0.00,0.00,484.00,96.00,90.00,"L2","L2","EMK","ANC",5,"556",2,2021,4,11,1,"P",
0.00,1.00,47000.00,0.00,0.00,7625.00,0.00,329.00,66.00,60.00,"L2","L2","DLG","ANC",5,"556",2,2021,4,11,1,"P",
0.00,1.00,47000.00,0.00,0.00,0.00,0.00,775.00,174.00,168.00,"L2","L2","KTN","ANC",5,"556",2,2021,4,11,2,"P",
0.00,1.00,47000.00,0.00,0.00,0.00,0.00,466.00,108.00,102.00,"L2","L2","PHO","SCC",5,"556",2,2021,4,11,1,"P",
0.00,1.00,34600.00,143.00,141.00,0.00,0.00,871.00,240.00,176.00,"WN","WN","CVG","IAH",6,"612",1,2021,4,11,2,"F",
0.00,1.00,34600.00,143.00,118.00,847.00,0.00,192.00,75.00,47.00,"WN","WN","MIA","MCO",6,"612",1,2021,4,11,1,"F",
0.00,1.00,34600.00,143.00,53.00,0.00,0.00,585.00,217.00,180.00,"WN","WN","ORD","TUL",6,"612",1,2021,4,11,2,"F",
0.00,1.00,34600.00,143.00,12.00,0.00,0.00,36.00,27.00,12.00,"WN","WN","ONT","LGB",6,"612",1,2021,4,11,1,"F",
0.00,2.00,69200.00,286.00,118.00,0.00,0.00,30.00,55.00,22.00,"WN","WN","ONT","SNA",6,"612",1,2021,4,11,1,"F",
0.00,1.00,34600.00,143.00,62.00,0.00,0.00,95.00,56.00,26.00,"WN","WN","PSP","LGB",6,"612",1,2021,4,11,1,"F",
0.00,1.00,34600.00,143.00,51.00,180.00,0.00,85.00,73.00,33.00,"WN","WN","PSP","SAN",6,"612",1,2021,4,11,1,"F",
0.00,1.00,34600.00,143.00,134.00,44.00,0.00,287.00,65.00,51.00,"WN","WN","BOI","GEG",6,"612",1,2021,4,11,1,"F",
0.00,1.00,34600.00,143.00,20.00,0.00,0.00,94.00,57.00,26.00,"WN","WN","SMF","SJC",6,"612",1,2021,4,11,1,"F",
0.00,1.00,34600.00,143.00,125.00,0.00,0.00,24.00,29.00,10.00,"WN","WN","IAH","HOU",6,"612",1,2021,4,11,1,"F",
0.00,1.00,34600.00,143.00,18.00,0.00,0.00,246.00,53.00,36.00,"WN","WN","ELP","MAF",6,"612",1,2021,4,11,1,"F",
0.00,2.00,69200.00,286.00,262.00,349.00,0.00,75.00,88.00,53.00,"WN","WN","OAK","SMF",6,"612",1,2021,4,11,1,"F",
0.00,1.00,34600.00,143.00,123.00,374.00,0.00,2283.00,339.00,321.00,"WN","WN","BWI","ONT",6,"612",1,2021,4,11,5,"F",
0.00,1.00,34600.00,143.00,95.00,0.00,0.00,572.00,175.00,160.00,"WN","WN","GEG","RNO",6,"612",1,2021,4,11,2,"F",
0.00,1.00,34600.00,143.00,62.00,0.00,0.00,431.00,147.00,123.00,"WN","WN","RNO","PSP",6,"612",1,2021,4,11,1,"F",
0.00,1.00,34600.00,143.00,122.00,98.00,0.00,564.00,106.00,79.00,"WN","WN","SEA","RNO",6,"612",1,2021,4,11,2,"F",
0.00,2.00,69200.00,286.00,250.00,0.00,0.00,294.00,329.00,191.00,"WN","WN","MAF","AUS",6,"612",1,2021,4,11,1,"F",
0.00,1.00,34600.00,143.00,124.00,0.00,0.00,80.00,54.00,26.00,"WN","WN","MKE","MDW",6,"612",1,2021,4,11,1,"F",
0.00,1.00,34600.00,143.00,119.00,0.00,0.00,226.00,72.00,43.00,"WN","WN","CLT","ATL",6,"612",1,2021,4,11,1,"F",
0.00,1.00,34600.00,143.00,142.00,0.00,0.00,785.00,146.00,133.00,"WN","WN","ORF","STL",6,"612",1,2021,4,11,2,"F",
0.00,1.00,34600.00,143.00,131.00,205.00,0.00,594.00,109.00,94.00,"WN","WN","BHM","MCI",6,"612",1,2021,4,11,2,"F",
0.00,1.00,34600.00,143.00,77.00,0.00,0.00,1345.00,223.00,201.00,"WN","WN","HOU","ONT",6,"612",1,2021,4,11,3,"F",
0.00,1.00,34600.00,143.00,125.00,0.00,0.00,130.00,48.00,31.00,"WN","WN","PHL","ISP",6,"612",1,2021,4,11,1,"F",
0.00,1.00,34600.00,143.00,103.00,256.00,0.00,45.00,42.00,16.00,"WN","WN","IAD","BWI",6,"612",1,2021,4,11,1,"F",
0.00,1.00,34600.00,143.00,119.00,0.00,0.00,322.00,69.00,56.00,"WN","WN","IAD","CLT",6,"612",1,2021,4,11,1,"F",
0.00,1.00,34600.00,143.00,130.00,169.00,0.00,1520.00,336.00,252.00,"WN","WN","LGA","AUS",6,"612",1,2021,4,11,4,"F",
0.00,1.00,34600.00,143.00,139.00,105.00,0.00,483.00,104.00,87.00,"WN","WN","TUL","SAT",6,"612",1,2021,4,11,1,"F",
0.00,2.00,69200.00,286.00,48.00,0.00,0.00,109.00,153.00,55.00,"WN","WN","LAX","SAN",6,"612",1,2021,4,11,1,"F",
0.00,1.00,34600.00,143.00,59.00,95.00,0.00,18.00,25.00,12.00,"WN","WN","LAX","BUR",6,"612",1,2021,4,11,1,"F",
0.00,1.00,34600.00,143.00,132.00,205.00,0.00,650.00,111.00,93.00,"WN","WN","FLL","BHM",6,"612",1,2021,4,11,2,"F",
0.00,1.00,34600.00,143.00,133.00,0.00,0.00,129.00,44.00,31.00,"WN","WN","SJC","FAT",6,"612",1,2021,4,11,1,"F",
0.00,1.00,34600.00,143.00,51.00,180.00,0.00,390.00,144.00,94.00,"WN","WN","SJC","PSP",6,"612",1,2021,4,11,1,"F",
0.00,1.00,34600.00,143.00,12.00,0.00,0.00,94.00,135.00,120.00,"WN","WN","SJC","SMF",6,"612",1,2021,4,11,1,"F",
0.00,1.00,34600.00,143.00,14.00,0.00,0.00,140.00,61.00,35.00,"WN","WN","AUS","IAH",6,"612",1,2021,4,11,1,"F",
0.00,1.00,34600.00,143.00,101.00,77.00,0.00,559.00,95.00,83.00,"WN","WN","AUS","MEM",6,"612",1,2021,4,11,2,"F",
0.00,1.00,34600.00,143.00,138.00,288.00,0.00,167.00,113.00,77.00,"WN","WN","AUS","CRP",6,"612",1,2021,4,11,1,"F",
0.00,1.00,34600.00,143.00,121.00,33.00,0.00,1112.00,230.00,210.00,"WN","WN","MDW","CRP",6,"612",1,2021,4,11,3,"F",
0.00,1.00,34600.00,143.00,128.00,0.00,0.00,979.00,181.00,162.00,"WN","WN","SRQ","SAT",6,"612",1,2021,4,11,2,"F",
0.00,2.00,69200.00,286.00,273.00,0.00,0.00,107.00,181.00,137.00,"WN","WN","HRL","CRP",6,"612",1,2021,4,11,1,"F",
0.00,1.00,34600.00,143.00,138.00,288.00,0.00,107.00,89.00,27.00,"WN","WN","CRP","HRL",6,"612",1,2021,4,11,1,"F",
0.00,1.00,43400.00,175.00,118.00,0.00,0.00,958.00,220.00,192.00,"WN","WN","CVG","AUS",6,"614",1,2021,4,11,2,"F",
0.00,1.00,43400.00,175.00,150.00,15.00,0.00,296.00,103.00,89.00,"WN","WN","BUF","DCA",6,"614",1,2021,4,11,1,"F",
0.00,1.00,43400.00,175.00,22.00,0.00,0.00,363.00,85.00,60.00,"WN","WN","ONT","SFO",6,"614",1,2021,4,11,1,"F",
0.00,1.00,43400.00,175.00,123.00,935.00,0.00,113.00,39.00,28.00,"WN","WN","SMF","RNO",6,"614",1,2021,4,11,1,"F",
0.00,1.00,21803.00,76.00,57.00,0.00,0.00,521.00,251.00,112.00,"YX","YX","ILM","ISP",6,"673",1,2021,4,11,2,"F",
0.00,1.00,19092.00,70.00,65.00,0.00,0.00,530.00,105.00,71.00,"YX","YX","ORD","ROA",6,"677",1,2021,4,11,2,"F",
0.00,1.00,19092.00,70.00,34.00,0.00,0.00,126.00,60.00,30.00,"YX","YX","EYW","MIA",6,"677",1,2021,4,11,1,"F",
0.00,1.00,19092.00,70.00,63.00,0.00,0.00,322.00,146.00,105.00,"YX","YX","IAD","CLT",6,"677",1,2021,4,11,1,"F",
0.00,1.00,19092.00,70.00,57.00,0.00,0.00,576.00,100.00,81.00,"YX","YX","SDF","PHL",6,"677",1,2021,4,11,2,"F",
0.00,0.00,0.00,0.00,0.00,0.00,0.00,562.00,94.00,75.00,"YV","YV","BNA","DCA",6,"673",1,2021,4,11,2,"F",
0.00,0.00,0.00,0.00,0.00,0.00,0.00,588.00,117.00,93.00,"YV","YV","ICT","ORD",6,"673",1,2021,4,11,2,"F",
0.00,0.00,0.00,0.00,0.00,0.00,0.00,109.00,75.00,45.00,"YV","YV","BFL","LAX",6,"673",1,2021,4,11,1,"F",
0.00,5.00,15350.00,40.00,0.00,0.00,0.00,21.00,122.00,77.00,"2LQ","2LQ","MIA","FLL",4,"416",4,2021,4,11,1,"L",
0.00,2.00,6140.00,16.00,2.00,0.00,0.00,158.00,129.00,116.00,"2LQ","2LQ","VNC","FLL",4,"416",4,2021,4,11,1,"L",
0.00,2.00,6140.00,16.00,0.00,0.00,0.00,14.00,23.00,14.00,"2LQ","2LQ","OPF","FLL",4,"416",4,2021,4,11,1,"L",
0.00,1.00,3070.00,8.00,8.00,0.00,0.00,46.00,35.00,25.00,"2LQ","2LQ","EYW","MTH",4,"416",4,2021,4,11,1,"L",
0.00,2.00,6140.00,16.00,0.00,0.00,0.00,145.00,70.00,63.00,"2LQ","2LQ","EYW","FLL",4,"416",4,2021,4,11,1,"L",
0.00,1.00,3070.00,8.00,0.00,0.00,0.00,77.00,50.00,40.00,"2LQ","2LQ","SUA","FLL",4,"416",4,2021,4,11,1,"L",
0.00,1.00,3070.00,8.00,7.00,0.00,0.00,0.00,130.00,125.00,"2LQ","2LQ","MPB","MPB",4,"416",4,2021,4,11,1,"L",
0.00,6.00,18420.00,48.00,0.00,0.00,0.00,20.00,118.00,67.00,"2LQ","2LQ","MPB","FLL",4,"416",4,2021,4,11,1,"L",
0.00,1.00,3070.00,8.00,0.00,0.00,0.00,108.00,58.00,50.00,"2LQ","2LQ","MTH","FLL",4,"416",4,2021,4,11,1,"L",
0.00,6.00,18420.00,48.00,0.00,0.00,0.00,21.00,108.00,51.00,"2LQ","2LQ","FLL","MIA",4,"416",4,2021,4,11,1,"L",
0.00,2.00,6140.00,16.00,2.00,0.00,0.00,158.00,140.00,121.00,"2LQ","2LQ","FLL","VNC",4,"416",4,2021,4,11,1,"L",
0.00,2.00,6140.00,16.00,0.00,0.00,0.00,14.00,28.00,11.00,"2LQ","2LQ","FLL","OPF",4,"416",4,2021,4,11,1,"L",
0.00,1.00,3070.00,8.00,0.00,0.00,0.00,197.00,95.00,86.00,"2LQ","2LQ","FLL","TPA",4,"416",4,2021,4,11,1,"L",
0.00,1.00,3070.00,8.00,2.00,0.00,0.00,145.00,69.00,62.00,"2LQ","2LQ","FLL","EYW",4,"416",4,2021,4,11,1,"L",
0.00,1.00,3070.00,8.00,0.00,0.00,0.00,77.00,65.00,44.00,"2LQ","2LQ","FLL","SUA",4,"416",4,2021,4,11,1,"L",
0.00,5.00,15350.00,40.00,7.00,0.00,0.00,20.00,253.00,186.00,"2LQ","2LQ","FLL","MPB",4,"416",4,2021,4,11,1,"L",
0.00,2.00,6140.00,16.00,13.00,0.00,0.00,0.00,54.00,39.00,"2LQ","2LQ","FLL","FLL",4,"416",4,2021,4,11,1,"L",
